Gene	data1	random_number
group_2741	gene	3975
group_2823	gene	3976
group_3025	gene	3977
group_3195	gene	3978
group_336	gene	3979
group_3377	gene	3980
group_34	gene	3981
araQ_4	gene	3982
group_367	gene	3983
group_3796	gene	3984
group_382	gene	3985
group_393	gene	3986
group_4048	gene	3987
group_4184	gene	3988
group_4197	gene	3989
natA_3	gene	3990
group_479	gene	3991
group_492	gene	3992
group_510	gene	3993
group_545	gene	3994
group_5553	gene	3995
group_5674	gene	3996
group_5696	gene	3997
group_5700	gene	3998
group_6056	gene	3999
group_6199	gene	4000
group_6200	gene	4001
group_6263	gene	4002
group_6433	gene	4003
group_6583	gene	4004
group_6666	gene	4005
group_6673	gene	4006
group_6674	gene	4007
group_6675	gene	4008
group_6676	gene	4009
group_6690	gene	4010
group_6786	gene	4011
group_6817	gene	4012
group_6846	gene	4013
group_7014	gene	4014
group_717	gene	4015
group_7187	gene	4016
group_7196	gene	4017
group_783	gene	4018
group_8311	gene	4019
group_1003	gene	4020
group_1027	gene	4021
group_1146	gene	4022
gspA_1	gene	4023
group_1466	gene	4024
glnP_2	gene	4025
group_2535	gene	4026
group_2677	gene	4027
group_2882	gene	4028
group_2883	gene	4029
group_2896	gene	4030
group_3546	gene	4031
group_3696	gene	4032
group_3820	gene	4033
group_396	gene	4034
group_4219	gene	4035
group_4464	gene	4036
group_4500	gene	4037
group_4526	gene	4038
group_4550	gene	4039
group_4576	gene	4040
group_5104	gene	4041
group_5105	gene	4042
group_5512	gene	4043
group_5659	gene	4044
group_5660	gene	4045
group_5707	gene	4046
group_5727	gene	4047
group_5744	gene	4048
group_5745	gene	4049
group_5754	gene	4050
group_588	gene	4051
group_6231	gene	4052
group_6341	gene	4053
group_6358	gene	4054
group_6662	gene	4055
group_669	gene	4056
group_6932	gene	4057
group_6933	gene	4058
group_6934	gene	4059
group_6935	gene	4060
group_6936	gene	4061
group_7188	gene	4062
group_7194	gene	4063
group_7195	gene	4064
group_7197	gene	4065
group_7198	gene	4066
group_7199	gene	4067
group_7201	gene	4068
group_7202	gene	4069
group_7203	gene	4070
group_7204	gene	4071
group_7205	gene	4072
group_7281	gene	4073
group_7282	gene	4074
group_7283	gene	4075
group_7284	gene	4076
group_7426	gene	4077
group_7460	gene	4078
group_750	gene	4079
group_1075	gene	4080
group_1094	gene	4081
group_111	gene	4082
group_1129	gene	4083
group_113	gene	4084
group_159	gene	4085
group_161	gene	4086
group_1793	gene	4087
group_1823	gene	4088
group_1952	gene	4089
group_2251	gene	4090
group_227	gene	4091
group_249	gene	4092
group_2694	gene	4093
group_2779	gene	4094
group_3007	gene	4095
group_3688	gene	4096
group_3969	gene	4097
group_4528	gene	4098
group_4570	gene	4099
group_4757	gene	4100
group_4964	gene	4101
group_5036	gene	4102
sau3AIR	gene	4103
group_5066	gene	4104
gsiA	gene	4105
group_5471	gene	4106
group_5536	gene	4107
group_5537	gene	4108
group_5588	gene	4109
group_5612	gene	4110
group_5613	gene	4111
group_5741	gene	4112
group_5910	gene	4113
group_5911	gene	4114
group_5912	gene	4115
group_6144	gene	4116
group_62	gene	4117
group_6227	gene	4118
group_6230	gene	4119
group_6264	gene	4120
group_6382	gene	4121
group_6429	gene	4122
group_6434	gene	4123
group_6435	gene	4124
group_6443	gene	4125
group_6450	gene	4126
group_6592	gene	4127
group_6600	gene	4128
tarF	gene	4129
group_6605	gene	4130
group_6622	gene	4131
group_6679	gene	4132
group_6680	gene	4133
wfgD_2	gene	4134
group_6682	gene	4135
bshA_2	gene	4136
group_6811	gene	4137
group_7076	gene	4138
group_7077	gene	4139
group_8350	gene	4140
group_848	gene	4141
msbA_1	gene	4142
group_1020	gene	4143
group_127	gene	4144
group_137	gene	4145
group_1471	gene	4146
group_149	gene	4147
group_1517	gene	4148
group_1604	gene	4149
group_1828	gene	4150
group_1892	gene	4151
group_1918	gene	4152
group_2011	gene	4153
group_2307	gene	4154
group_2325	gene	4155
group_2404	gene	4156
group_2864	gene	4157
group_3	gene	4158
group_3087	gene	4159
group_3112	gene	4160
group_3165	gene	4161
group_3175	gene	4162
group_322	gene	4163
group_335	gene	4164
group_3496	gene	4165
group_3619	gene	4166
group_3622	gene	4167
group_3671	gene	4168
group_3713	gene	4169
group_3774	gene	4170
group_40	gene	4171
group_4317	gene	4172
group_4340	gene	4173
group_4411	gene	4174
group_4530	gene	4175
group_46	gene	4176
group_4604	gene	4177
group_4607	gene	4178
group_470	gene	4179
group_475	gene	4180
group_4961	gene	4181
group_4962	gene	4182
group_5006	gene	4183
group_5028	gene	4184
group_5073	gene	4185
group_536	gene	4186
group_5494	gene	4187
group_552	gene	4188
group_5535	gene	4189
group_5697	gene	4190
group_5701	gene	4191
group_5738	gene	4192
group_5746	gene	4193
group_5747	gene	4194
group_6120	gene	4195
group_6153	gene	4196
group_6159	gene	4197
pgcA_2	gene	4198
gtaB_2	gene	4199
group_6186	gene	4200
ugd_3	gene	4201
cpsB_2	gene	4202
group_6189	gene	4203
group_6225	gene	4204
group_6226	gene	4205
group_6314	gene	4206
group_6424	gene	4207
group_6428	gene	4208
group_66	gene	4209
group_6685	gene	4210
nisC	gene	4211
nisB	gene	4212
group_6688	gene	4213
group_678	gene	4214
group_6813	gene	4215
group_6814	gene	4216
group_6871	gene	4217
group_6872	gene	4218
group_6887	gene	4219
group_749	gene	4220
group_78	gene	4221
group_8323	gene	4222
group_911	gene	4223
group_946	gene	4224
group_1054	gene	4225
group_1062	gene	4226
group_1092	gene	4227
group_1204	gene	4228
group_1371	gene	4229
group_1372	gene	4230
group_14	gene	4231
group_1433	gene	4232
group_1434	gene	4233
group_1457	gene	4234
group_154	gene	4235
group_1556	gene	4236
group_1616	gene	4237
group_164	gene	4238
group_1693	gene	4239
group_1796	gene	4240
group_189	gene	4241
group_2038	gene	4242
group_2118	gene	4243
epsJ_3	gene	4244
group_2199	gene	4245
group_2322	gene	4246
group_2429	gene	4247
licC_6	gene	4248
group_2541	gene	4249
group_2633	gene	4250
group_2693	gene	4251
group_2810	gene	4252
group_289	gene	4253
group_2967	gene	4254
group_3145	gene	4255
group_339	gene	4256
group_3479	gene	4257
group_3480	gene	4258
group_373	gene	4259
group_4025	gene	4260
group_4420	gene	4261
yhdJ_2	gene	4262
group_4560	gene	4263
group_4931	gene	4264
group_524	gene	4265
group_538	gene	4266
group_5476	gene	4267
group_5490	gene	4268
dxs_2	gene	4269
group_5600	gene	4270
group_5677	gene	4271
group_5678	gene	4272
group_5703	gene	4273
group_5756	gene	4274
group_5757	gene	4275
ilvE_1	gene	4276
argD	gene	4277
ndk_1	gene	4278
leuA_3	gene	4279
group_6170	gene	4280
group_6171	gene	4281
group_6172	gene	4282
group_6173	gene	4283
group_6174	gene	4284
group_6175	gene	4285
group_6176	gene	4286
group_6177	gene	4287
group_6178	gene	4288
group_6179	gene	4289
group_6180	gene	4290
group_6181	gene	4291
wbpI	gene	4292
wbjC	gene	4293
capD	gene	4294
group_6232	gene	4295
group_6233	gene	4296
group_633	gene	4297
group_6342	gene	4298
group_6383	gene	4299
group_6524	gene	4300
group_6603	gene	4301
group_6639	gene	4302
group_6642	gene	4303
group_6645	gene	4304
group_6739	gene	4305
group_6874	gene	4306
group_688	gene	4307
yxdL_2	gene	4308
group_7008	gene	4309
group_7180	gene	4310
group_7190	gene	4311
group_7206	gene	4312
group_7313	gene	4313
group_7314	gene	4314
group_7315	gene	4315
epsH_2	gene	4316
tagE	gene	4317
group_7318	gene	4318
group_7319	gene	4319
group_7320	gene	4320
group_7321	gene	4321
group_7322	gene	4322
group_7323	gene	4323
group_7491	gene	4324
pcrA_1	gene	4325
group_7493	gene	4326
group_7494	gene	4327
group_7495	gene	4328
group_7496	gene	4329
group_7497	gene	4330
pphA_2	gene	4331
group_771	gene	4332
group_797	gene	4333
group_972	gene	4334
group_1162	gene	4335
group_1191	gene	4336
group_1236	gene	4337
group_1270	gene	4338
rhaB_2	gene	4339
group_1427	gene	4340
group_156	gene	4341
group_1722	gene	4342
group_1963	gene	4343
group_2009	gene	4344
group_2050	gene	4345
group_208	gene	4346
group_2122	gene	4347
group_2131	gene	4348
group_242	gene	4349
group_2461	gene	4350
group_2480	gene	4351
group_2871	gene	4352
group_3353	gene	4353
group_3374	gene	4354
group_3391	gene	4355
group_3420	gene	4356
group_3494	gene	4357
group_3533	gene	4358
lytA_8	gene	4359
group_3575	gene	4360
group_3742	gene	4361
group_3799	gene	4362
group_3844	gene	4363
group_3972	gene	4364
group_405	gene	4365
group_4067	gene	4366
group_417	gene	4367
group_4356	gene	4368
lacF_4	gene	4369
group_4523	gene	4370
group_4562	gene	4371
group_4565	gene	4372
group_4588	gene	4373
group_47	gene	4374
group_491	gene	4375
group_4992	gene	4376
group_4995	gene	4377
group_4997	gene	4378
group_5060	gene	4379
group_5091	gene	4380
group_5099	gene	4381
group_5107	gene	4382
group_5127	gene	4383
group_5223	gene	4384
group_539	gene	4385
group_5597	gene	4386
group_5609	gene	4387
group_5657	gene	4388
group_5679	gene	4389
group_5749	gene	4390
group_5823	gene	4391
gsiB	gene	4392
gsiC_2	gene	4393
oppC_2	gene	4394
group_6160	gene	4395
group_6182	gene	4396
group_6409	gene	4397
group_6430	gene	4398
group_6442	gene	4399
group_6446	gene	4400
group_6448	gene	4401
group_6473	gene	4402
group_6474	gene	4403
group_6557	gene	4404
group_6593	gene	4405
group_6601	gene	4406
group_6602	gene	4407
group_6697	gene	4408
group_6698	gene	4409
group_6804	gene	4410
group_6815	gene	4411
group_6816	gene	4412
group_6890	gene	4413
group_6897	gene	4414
group_6958	gene	4415
group_6962	gene	4416
group_6963	gene	4417
group_6965	gene	4418
group_6966	gene	4419
group_7189	gene	4420
group_7191	gene	4421
group_7192	gene	4422
bspRIM	gene	4423
group_7304	gene	4424
group_7305	gene	4425
group_7306	gene	4426
group_7307	gene	4427
group_803	gene	4428
group_8355	gene	4429
group_867	gene	4430
radD_1	gene	4431
group_929	gene	4432
group_1059	gene	4433
group_1284	gene	4434
group_1327	gene	4435
group_1414	gene	4436
group_1554	gene	4437
group_1598	gene	4438
group_168	gene	4439
group_1725	gene	4440
group_1742	gene	4441
group_185	gene	4442
group_2054	gene	4443
group_2334	gene	4444
group_258	gene	4445
group_2774	gene	4446
group_2828	gene	4447
group_2906	gene	4448
group_3127	gene	4449
group_3158	gene	4450
group_320	gene	4451
treB_1	gene	4452
lacE_3	gene	4453
group_3457	gene	4454
group_3556	gene	4455
group_3579	gene	4456
group_3642	gene	4457
group_3647	gene	4458
group_3699	gene	4459
group_3839	gene	4460
group_411	gene	4461
group_4195	gene	4462
group_4589	gene	4463
group_4609	gene	4464
group_468	gene	4465
group_5039	gene	4466
group_5079	gene	4467
group_5085	gene	4468
group_5095	gene	4469
group_5341	gene	4470
dnaC_1	gene	4471
group_5533	gene	4472
group_5534	gene	4473
group_5715	gene	4474
group_5719	gene	4475
fokIM	gene	4476
group_5740	gene	4477
nanM	gene	4478
group_595	gene	4479
group_5967	gene	4480
group_6215	gene	4481
wecC	gene	4482
group_6217	gene	4483
group_6218	gene	4484
group_6219	gene	4485
group_622	gene	4486
pglH	gene	4487
group_6221	gene	4488
pglA	gene	4489
group_6223	gene	4490
wcaJ_2	gene	4491
group_6303	gene	4492
group_6304	gene	4493
group_6305	gene	4494
group_6374	gene	4495
group_648	gene	4496
group_6490	gene	4497
sftA	gene	4498
tetA	gene	4499
group_6627	gene	4500
group_6700	gene	4501
group_6727	gene	4502
group_7181	gene	4503
group_7182	gene	4504
group_7183	gene	4505
group_7184	gene	4506
group_7185	gene	4507
group_7346	gene	4508
group_7476	gene	4509
group_782	gene	4510
group_817	gene	4511
group_940	gene	4512
group_1126	gene	4513
group_1230	gene	4514
group_1274	gene	4515
group_1294	gene	4516
group_1338	gene	4517
group_1361	gene	4518
group_1381	gene	4519
group_1407	gene	4520
group_1455	gene	4521
nanA_1	gene	4522
group_1515	gene	4523
group_1544	gene	4524
group_1551	gene	4525
group_1557	gene	4526
group_1709	gene	4527
group_181	gene	4528
group_1827	gene	4529
group_1891	gene	4530
group_1919	gene	4531
group_204	gene	4532
group_2053	gene	4533
group_213	gene	4534
group_2284	gene	4535
group_2323	gene	4536
group_234	gene	4537
group_2381	gene	4538
group_2384	gene	4539
group_2592	gene	4540
group_285	gene	4541
group_297	gene	4542
group_3141	gene	4543
group_3155	gene	4544
group_3170	gene	4545
group_3183	gene	4546
group_3186	gene	4547
group_3192	gene	4548
group_3286	gene	4549
group_3456	gene	4550
group_359	gene	4551
group_3764	gene	4552
group_3803	gene	4553
group_3836	gene	4554
group_4114	gene	4555
group_4203	gene	4556
group_4563	gene	4557
group_4567	gene	4558
group_4762	gene	4559
group_4824	gene	4560
group_5075	gene	4561
group_5529	gene	4562
group_553	gene	4563
group_5530	gene	4564
group_5557	gene	4565
arlR_3	gene	4566
group_5586	gene	4567
group_5608	gene	4568
group_5664	gene	4569
group_5665	gene	4570
group_5683	gene	4571
group_5693	gene	4572
group_5694	gene	4573
group_5705	gene	4574
group_5714	gene	4575
group_5722	gene	4576
group_5737	gene	4577
group_5742	gene	4578
group_5743	gene	4579
group_5786	gene	4580
group_5831	gene	4581
group_603	gene	4582
group_6136	gene	4583
group_6206	gene	4584
group_6208	gene	4585
group_6307	gene	4586
group_6308	gene	4587
yxlF_2	gene	4588
group_6310	gene	4589
group_6311	gene	4590
group_6312	gene	4591
group_6419	gene	4592
lexA_2	gene	4593
group_6629	gene	4594
group_6634	gene	4595
group_6636	gene	4596
group_6640	gene	4597
group_6661	gene	4598
group_6667	gene	4599
group_6692	gene	4600
group_6726	gene	4601
group_6729	gene	4602
group_6730	gene	4603
group_6731	gene	4604
group_6744	gene	4605
group_6745	gene	4606
group_6802	gene	4607
group_6805	gene	4608
group_6849	gene	4609
group_6850	gene	4610
group_6869	gene	4611
group_6898	gene	4612
group_6899	gene	4613
group_6950	gene	4614
group_6951	gene	4615
group_6952	gene	4616
group_6953	gene	4617
group_6967	gene	4618
group_7	gene	4619
group_7108	gene	4620
group_7110	gene	4621
group_7111	gene	4622
group_7132	gene	4623
group_7164	gene	4624
group_727	gene	4625
group_7295	gene	4626
group_743	gene	4627
group_7510	gene	4628
group_7511	gene	4629
group_7702	gene	4630
group_858	gene	4631
group_1	gene	4632
group_1008	gene	4633
group_101	gene	4634
group_1040	gene	4635
eabC_2	gene	4636
group_1175	gene	4637
group_1196	gene	4638
group_1246	gene	4639
group_1293	gene	4640
group_1461	gene	4641
group_1481	gene	4642
group_1535	gene	4643
group_169	gene	4644
group_170	gene	4645
group_1784	gene	4646
group_1791	gene	4647
group_180	gene	4648
group_1879	gene	4649
group_1913	gene	4650
group_195	gene	4651
group_2022	gene	4652
group_2187	gene	4653
group_2285	gene	4654
group_2291	gene	4655
group_2355	gene	4656
efeN_1	gene	4657
group_2788	gene	4658
group_2855	gene	4659
group_3072	gene	4660
group_3125	gene	4661
group_3139	gene	4662
group_3151	gene	4663
group_3225	gene	4664
group_3238	gene	4665
group_3241	gene	4666
group_3283	gene	4667
group_332	gene	4668
group_3568	gene	4669
group_3765	gene	4670
group_3826	gene	4671
group_3954	gene	4672
group_4	gene	4673
group_4043	gene	4674
group_407	gene	4675
group_4146	gene	4676
group_415	gene	4677
group_420	gene	4678
group_4461	gene	4679
group_4511	gene	4680
group_465	gene	4681
group_4722	gene	4682
group_473	gene	4683
group_506	gene	4684
group_5077	gene	4685
group_5101	gene	4686
uvrD	gene	4687
group_5129	gene	4688
group_5278	gene	4689
group_5386	gene	4690
group_540	gene	4691
group_547	gene	4692
group_5491	gene	4693
group_5492	gene	4694
group_5587	gene	4695
group_5596	gene	4696
group_560	gene	4697
group_5689	gene	4698
group_5726	gene	4699
group_5730	gene	4700
group_5752	gene	4701
group_5775	gene	4702
group_5782	gene	4703
group_5787	gene	4704
group_5788	gene	4705
group_5816	gene	4706
group_5817	gene	4707
skfB	gene	4708
pqqE	gene	4709
group_5820	gene	4710
group_5821	gene	4711
group_5822	gene	4712
group_583	gene	4713
group_5857	gene	4714
nadR	gene	4715
pnuC_2	gene	4716
group_5904	gene	4717
group_610	gene	4718
group_6112	gene	4719
group_6117	gene	4720
group_6196	gene	4721
group_6234	gene	4722
group_6235	gene	4723
group_6236	gene	4724
group_631	gene	4725
group_6407	gene	4726
group_6624	gene	4727
group_6625	gene	4728
group_6626	gene	4729
group_6703	gene	4730
tarA	gene	4731
group_6748	gene	4732
group_6801	gene	4733
group_6803	gene	4734
group_6807	gene	4735
group_6808	gene	4736
group_6838	gene	4737
group_6839	gene	4738
group_6840	gene	4739
group_6841	gene	4740
group_6842	gene	4741
group_6843	gene	4742
group_6844	gene	4743
tagD	gene	4744
group_6922	gene	4745
group_6948	gene	4746
group_6949	gene	4747
group_6964	gene	4748
group_6999	gene	4749
group_7000	gene	4750
group_7001	gene	4751
group_7002	gene	4752
group_7003	gene	4753
group_7004	gene	4754
tarK	gene	4755
group_7006	gene	4756
yutF_1	gene	4757
group_7069	gene	4758
group_7070	gene	4759
group_7071	gene	4760
group_7153	gene	4761
group_7159	gene	4762
group_7160	gene	4763
group_7161	gene	4764
group_7162	gene	4765
yknY_1	gene	4766
group_7165	gene	4767
group_7166	gene	4768
group_7167	gene	4769
group_7168	gene	4770
group_7169	gene	4771
group_7170	gene	4772
group_7171	gene	4773
group_7172	gene	4774
recF_1	gene	4775
group_7177	gene	4776
group_7178	gene	4777
group_7179	gene	4778
group_7186	gene	4779
group_7193	gene	4780
group_7482	gene	4781
group_7483	gene	4782
group_7484	gene	4783
group_7485	gene	4784
group_7486	gene	4785
group_7487	gene	4786
group_7488	gene	4787
group_7489	gene	4788
group_7512	gene	4789
group_7513	gene	4790
group_7514	gene	4791
group_7516	gene	4792
group_7518	gene	4793
group_7519	gene	4794
group_753	gene	4795
group_7550	gene	4796
group_7551	gene	4797
group_7552	gene	4798
group_7553	gene	4799
group_7565	gene	4800
group_775	gene	4801
group_781	gene	4802
smc_4	gene	4803
group_81	gene	4804
group_8212	gene	4805
group_8310	gene	4806
group_8314	gene	4807
group_832	gene	4808
group_8368	gene	4809
group_1004	gene	4810
group_1047	gene	4811
group_1083	gene	4812
group_1207	gene	4813
group_1218	gene	4814
group_1302	gene	4815
comEC_1	gene	4816
macB_5	gene	4817
group_1540	gene	4818
uvrC_2	gene	4819
group_162	gene	4820
rmlA_2	gene	4821
group_1634	gene	4822
ssaA2	gene	4823
tkt_4	gene	4824
group_1809	gene	4825
group_1830	gene	4826
group_1873	gene	4827
group_1926	gene	4828
group_1995	gene	4829
group_2007	gene	4830
group_2041	gene	4831
group_2191	gene	4832
group_2203	gene	4833
group_2210	gene	4834
group_2269	gene	4835
lagD_5	gene	4836
group_2292	gene	4837
group_2324	gene	4838
group_2359	gene	4839
glpE_2	gene	4840
group_2439	gene	4841
aphA4	gene	4842
group_252	gene	4843
leuS_2	gene	4844
group_2642	gene	4845
group_2663	gene	4846
group_2676	gene	4847
group_269	gene	4848
group_2696	gene	4849
group_2880	gene	4850
group_298	gene	4851
group_315	gene	4852
group_3159	gene	4853
licR_2	gene	4854
group_3306	gene	4855
group_3403	gene	4856
group_3442	gene	4857
group_347	gene	4858
xerC_5	gene	4859
group_3538	gene	4860
group_3553	gene	4861
group_3661	gene	4862
group_3761	gene	4863
group_3807	gene	4864
group_3924	gene	4865
group_4089	gene	4866
rhlB	gene	4867
group_4261	gene	4868
group_432	gene	4869
group_433	gene	4870
group_444	gene	4871
group_4532	gene	4872
group_4696	gene	4873
group_49	gene	4874
group_5042	gene	4875
group_5061	gene	4876
group_5087	gene	4877
group_5096	gene	4878
group_5097	gene	4879
group_51	gene	4880
group_5112	gene	4881
group_5353	gene	4882
group_5515	gene	4883
group_5520	gene	4884
group_5666	gene	4885
group_5710	gene	4886
group_5712	gene	4887
group_5716	gene	4888
group_5717	gene	4889
group_5723	gene	4890
group_575	gene	4891
group_5758	gene	4892
epsM	gene	4893
group_5784	gene	4894
group_5812	gene	4895
group_5813	gene	4896
group_5814	gene	4897
group_5815	gene	4898
group_5905	gene	4899
group_5946	gene	4900
group_5947	gene	4901
group_602	gene	4902
group_6102	gene	4903
group_6103	gene	4904
group_6104	gene	4905
group_6105	gene	4906
group_6106	gene	4907
group_6107	gene	4908
group_6108	gene	4909
group_6109	gene	4910
group_6130	gene	4911
group_6228	gene	4912
group_6408	gene	4913
group_642	gene	4914
group_6440	gene	4915
group_6469	gene	4916
group_6471	gene	4917
group_6472	gene	4918
group_6475	gene	4919
group_679	gene	4920
group_6847	gene	4921
group_6859	gene	4922
group_6866	gene	4923
group_6893	gene	4924
sglT	gene	4925
group_6912	gene	4926
group_6913	gene	4927
group_6914	gene	4928
group_6915	gene	4929
group_6916	gene	4930
group_6917	gene	4931
group_6918	gene	4932
group_6919	gene	4933
group_6920	gene	4934
ykoT	gene	4935
group_6929	gene	4936
group_6930	gene	4937
group_6961	gene	4938
group_704	gene	4939
group_71	gene	4940
group_7107	gene	4941
group_7216	gene	4942
group_7271	gene	4943
group_7272	gene	4944
group_7296	gene	4945
group_7297	gene	4946
group_7299	gene	4947
group_7300	gene	4948
uvrB_1	gene	4949
group_7335	gene	4950
group_7336	gene	4951
group_7337	gene	4952
group_741	gene	4953
group_7477	gene	4954
group_7478	gene	4955
group_7479	gene	4956
group_7480	gene	4957
group_7498	gene	4958
group_7499	gene	4959
entS	gene	4960
rizA_2	gene	4961
hisS_2	gene	4962
lcfB	gene	4963
dapH_2	gene	4964
group_7525	gene	4965
bshB1	gene	4966
wbpA	gene	4967
group_759	gene	4968
group_7744	gene	4969
group_800	gene	4970
group_812	gene	4971
group_884	gene	4972
group_975	gene	4973
group_1084	gene	4974
group_1107	gene	4975
group_1166	gene	4976
group_1177	gene	4977
group_1251	gene	4978
penA_2	gene	4979
group_1377	gene	4980
group_1440	gene	4981
group_1452	gene	4982
group_1464	gene	4983
group_1473	gene	4984
group_1476	gene	4985
group_155	gene	4986
group_1550	gene	4987
group_1611	gene	4988
ybhF	gene	4989
group_176	gene	4990
purK_2	gene	4991
glgB_1	gene	4992
group_1831	gene	4993
group_1843	gene	4994
glpF_2	gene	4995
group_2001	gene	4996
group_2036	gene	4997
group_2061	gene	4998
group_2075	gene	4999
group_2171	gene	5000
group_2174	gene	5001
group_2185	gene	5002
opuCC	gene	5003
group_2226	gene	5004
group_2278	gene	5005
group_2300	gene	5006
group_2328	gene	5007
group_2340	gene	5008
group_238	gene	5009
recU_2	gene	5010
group_2518	gene	5011
group_2528	gene	5012
group_2584	gene	5013
group_2586	gene	5014
group_2597	gene	5015
efeN_2	gene	5016
group_2641	gene	5017
group_2680	gene	5018
mfd_2	gene	5019
group_2692	gene	5020
group_2697	gene	5021
group_271	gene	5022
rsmC_2	gene	5023
group_2757	gene	5024
group_2845	gene	5025
group_29	gene	5026
group_2903	gene	5027
group_3030	gene	5028
group_311	gene	5029
group_3176	gene	5030
group_319	gene	5031
group_3240	gene	5032
opuCA_2	gene	5033
sdh	gene	5034
group_3328	gene	5035
group_3542	gene	5036
group_368	gene	5037
group_377	gene	5038
group_3884	gene	5039
group_3914	gene	5040
group_406	gene	5041
group_4068	gene	5042
group_421	gene	5043
group_4269	gene	5044
group_4378	gene	5045
group_4389	gene	5046
group_4568	gene	5047
group_4600	gene	5048
group_480	gene	5049
group_4909	gene	5050
group_4977	gene	5051
group_499	gene	5052
cssS	gene	5053
group_501	gene	5054
group_5081	gene	5055
group_5088	gene	5056
group_5094	gene	5057
group_5123	gene	5058
group_5310	gene	5059
group_5381	gene	5060
group_5403	gene	5061
group_5433	gene	5062
group_5585	gene	5063
group_5616	gene	5064
rpmG2	gene	5065
group_5643	gene	5066
group_5647	gene	5067
group_5711	gene	5068
group_5713	gene	5069
group_572	gene	5070
group_5721	gene	5071
group_5733	gene	5072
bceB_2	gene	5073
group_5735	gene	5074
group_5755	gene	5075
group_581	gene	5076
group_5854	gene	5077
group_5937	gene	5078
group_605	gene	5079
group_6113	gene	5080
group_6114	gene	5081
tuaB	gene	5082
group_6116	gene	5083
group_6128	gene	5084
group_6204	gene	5085
group_628	gene	5086
group_6348	gene	5087
group_6368	gene	5088
group_6369	gene	5089
group_6370	gene	5090
group_6371	gene	5091
group_6372	gene	5092
group_6373	gene	5093
group_6375	gene	5094
group_6431	gene	5095
group_656	gene	5096
group_6584	gene	5097
group_6643	gene	5098
group_6670	gene	5099
group_6677	gene	5100
group_6747	gene	5101
group_675	gene	5102
wbbD	gene	5103
group_686	gene	5104
group_6892	gene	5105
group_6894	gene	5106
group_6900	gene	5107
group_6901	gene	5108
group_6921	gene	5109
group_6923	gene	5110
group_6924	gene	5111
group_6925	gene	5112
group_6931	gene	5113
group_6937	gene	5114
group_6938	gene	5115
group_6939	gene	5116
group_6940	gene	5117
rpsZ	gene	5118
group_6942	gene	5119
trxB_1	gene	5120
trxA_2	gene	5121
ygaV	gene	5122
group_6946	gene	5123
group_6947	gene	5124
group_6960	gene	5125
group_6968	gene	5126
group_6969	gene	5127
group_708	gene	5128
group_7096	gene	5129
group_7113	gene	5130
group_7116	gene	5131
bceA_1	gene	5132
group_7270	gene	5133
group_7298	gene	5134
group_7334	gene	5135
group_738	gene	5136
group_7461	gene	5137
group_7481	gene	5138
group_7528	gene	5139
group_840	gene	5140
group_905	gene	5141
group_912	gene	5142
group_94	gene	5143
group_98	gene	5144
group_995	gene	5145
group_997	gene	5146
group_1030	gene	5147
group_1093	gene	5148
group_1133	gene	5149
prmC_2	gene	5150
group_1171	gene	5151
group_1181	gene	5152
group_12	gene	5153
group_1212	gene	5154
group_1311	gene	5155
group_1320	gene	5156
group_1333	gene	5157
group_1376	gene	5158
macB	gene	5159
group_1459	gene	5160
group_1480	gene	5161
group_1487	gene	5162
group_1516	gene	5163
group_1531	gene	5164
group_157	gene	5165
group_1676	gene	5166
group_1688	gene	5167
group_175	gene	5168
group_1759	gene	5169
group_1782	gene	5170
group_1829	gene	5171
group_1832	gene	5172
group_1854	gene	5173
fpgS_3	gene	5174
group_1885	gene	5175
group_1991	gene	5176
group_2027	gene	5177
group_2047	gene	5178
group_2060	gene	5179
group_2313	gene	5180
group_2315	gene	5181
group_2332	gene	5182
group_2358	gene	5183
group_2371	gene	5184
ileS_2	gene	5185
group_2441	gene	5186
group_2469	gene	5187
group_2511	gene	5188
group_2514	gene	5189
group_26	gene	5190
group_2629	gene	5191
group_2634	gene	5192
group_2644	gene	5193
group_2647	gene	5194
group_2661	gene	5195
group_2718	gene	5196
pseC	gene	5197
group_2737	gene	5198
group_2814	gene	5199
group_2833	gene	5200
fruA_3	gene	5201
group_2887	gene	5202
group_290	gene	5203
group_2914	gene	5204
group_2930	gene	5205
group_301	gene	5206
group_3092	gene	5207
group_3117	gene	5208
group_3143	gene	5209
group_3166	gene	5210
group_3180	gene	5211
group_3204	gene	5212
group_3216	gene	5213
group_3293	gene	5214
group_3393	gene	5215
group_3396	gene	5216
group_3424	gene	5217
group_343	gene	5218
group_344	gene	5219
group_3455	gene	5220
group_350	gene	5221
group_358	gene	5222
group_3632	gene	5223
glpO_2	gene	5224
group_3697	gene	5225
group_3717	gene	5226
group_3721	gene	5227
group_3800	gene	5228
group_3813	gene	5229
group_3850	gene	5230
group_386	gene	5231
group_3957	gene	5232
group_3959	gene	5233
group_4062	gene	5234
group_425	gene	5235
group_4255	gene	5236
group_4463	gene	5237
group_4510	gene	5238
group_4574	gene	5239
group_4583	gene	5240
group_4653	gene	5241
group_4711	gene	5242
group_48	gene	5243
group_489	gene	5244
group_4916	gene	5245
group_4949	gene	5246
nrdF_2	gene	5247
group_5054	gene	5248
group_5082	gene	5249
group_5083	gene	5250
group_5084	gene	5251
group_5110	gene	5252
group_5327	gene	5253
group_5640	gene	5254
group_5661	gene	5255
group_5673	gene	5256
